shipment_id,order_id,carrier,tracking_number,ship_date,delivery_date,status,shipping_address,city,state,zip
SHP-000218,ORD-000237,FedEx,1Z966612759,2023-04-16,2023-04-30,out_for_delivery,9302 Pine Dr,Seattle,CO,98894
SHP-000219,ORD-000238,USPS,792645720813,2023-06-01,2023-06-07,delivered,5813 Main Ln,San Diego,MD,70985
SHP-000220,ORD-000239,FedEx,LD542180244,2023-12-12,2023-12-14,out_for_delivery,4876 Elm Blvd,Philadelphia,KS,71364
SHP-000221,ORD-000240,UPS,,2023-04-14,2023-04-26,returned,3446 Cedar Dr,San Jose,KS,54246
SHP-000222,ORD-000241,UPS,LD785101320,2023-10-05,,delivered,9617 Cedar Ave,Phoenix,LA,90995
SHP-000223,ORD-000242,Amazon Logistics,792730816759,2025-04-02,2025-04-12,delivered,2417 Elm Dr,Houston,ME,61719
SHP-000224,ORD-000243,FedEx,LD659113453,2024-04-07,2024-04-19,delivered,5558 Main Dr,Los Angeles,NJ,13961
SHP-000225,ORD-000244,Amazon Logistics,9400559015981,2022-11-12,2022-11-19,delivered,461 Cedar Blvd,San Jose,AZ,11158
SHP-000226,ORD-000245,DHL,9400965071384,2023-01-22,2023-02-03,delivered,1607 Pine Dr,Austin,GA,78617
SHP-000227,ORD-000246,DHL,LD467034883,2023-01-03,2023-01-12,out_for_delivery,1480 Maple Blvd,Washington,NJ,60684
SHP-000228,ORD-000247,Amazon Logistics,9400587736994,2024-03-05,,returned,6173 Pine Ave,Philadelphia,HI,49078
SHP-000229,ORD-000248,DHL,792706198279,2022-01-27,2022-01-28,returned,8321 Oak Blvd,Phoenix,NE,51956
SHP-000230,ORD-000249,Amazon Logistics,,2022-05-25,2022-06-03,delivered,5554 Cedar Blvd,San Francisco,CA,95442
SHP-000231,ORD-000250,FedEx,LD514558428,2025-03-24,2025-04-06,delivered,1633 Pine Blvd,Phoenix,IA,85057
SHP-000232,ORD-000251,UPS,1Z762604734,2022-10-24,2022-11-03,returned,6864 Maple Ave,Charlotte,LA,64878
SHP-000233,ORD-000252,USPS,792678867895,2025-03-27,2025-04-06,delivered,4836 Pine Blvd,Austin,NE,70344
SHP-000234,ORD-000253,FedEx,LD478210104,2022-12-27,,delivered,628 Main St,Houston,AK,11893
SHP-000235,ORD-000254,USPS,1Z344389573,2022-04-04,,delivered,5805 Pine Dr,Charlotte,KS,18204
SHP-000236,ORD-000255,UPS,9400161987961,2024-04-23,2024-05-05,out_for_delivery,7339 Main Ave,Denver,IL,95924
SHP-000237,ORD-000256,UPS,LD252525009,2022-12-08,,delivered,6105 Pine Ave,Phoenix,MS,85743
SHP-000238,ORD-000257,USPS,9400799582236,2024-04-01,2024-04-07,delivered,8487 Main Dr,Chicago,ID,84825
SHP-000239,ORD-000258,Amazon Logistics,1Z837260618,2024-08-09,2024-08-16,delivered,8858 Elm Blvd,Los Angeles,CO,84059
SHP-000240,ORD-000259,DHL,9400934611146,2023-07-29,2023-07-30,delivered,4489 Oak Blvd,Houston,GA,89473
SHP-000241,ORD-000260,DHL,792715667758,2024-03-15,2024-03-20,delivered,5476 Oak Dr,San Jose,ME,53452
SHP-000242,ORD-000261,UPS,792562684982,2022-03-14,,out_for_delivery,4916 Pine St,Indianapolis,MA,21349
SHP-000243,ORD-000262,DHL,9400565089465,2023-09-25,2023-10-03,in_transit,1749 Cedar St,Jacksonville,AZ,54078
SHP-000244,ORD-000263,DHL,792196173834,2023-05-09,2023-05-14,delivered,8556 Elm Blvd,San Antonio,AL,12967
SHP-000245,ORD-000264,Amazon Logistics,9400570152058,2022-05-11,2022-05-21,delivered,640 Elm Ln,Washington,GA,58172
SHP-000246,ORD-000265,USPS,1Z188345904,2023-10-26,2023-11-08,returned,4644 Cedar Ave,San Francisco,CO,35242
SHP-000247,ORD-000266,Amazon Logistics,1Z476101233,2022-08-07,2022-08-19,returned,5795 Elm Blvd,Indianapolis,AR,73538
SHP-000248,ORD-000267,FedEx,1Z180427942,2023-03-30,2023-04-08,in_transit,8731 Cedar St,Chicago,AK,85846
SHP-000249,ORD-000268,Amazon Logistics,,2024-10-21,2024-11-02,delivered,4173 Pine St,Fort Worth,NJ,19521
SHP-000250,ORD-000270,DHL,9400695822337,2025-04-18,2025-05-02,returned,1696 Pine Blvd,Indianapolis,KS,91286
SHP-000251,ORD-000271,UPS,LD194559179,2022-09-14,,in_transit,9713 Maple Dr,Houston,IN,67945
SHP-000252,ORD-000272,DHL,792949426145,2023-02-22,2023-03-01,out_for_delivery,7626 Main Ln,Phoenix,AK,25873
SHP-000253,ORD-000273,Amazon Logistics,LD461306474,2022-03-27,2022-04-05,delivered,5030 Elm Ln,Fort Worth,AZ,98609
SHP-000254,ORD-000274,UPS,9400420482688,2025-01-14,2025-01-15,in_transit,5053 Cedar Ln,Austin,AR,81266
SHP-000255,ORD-000275,USPS,LD337926475,2022-05-18,2022-05-24,delivered,1372 Oak Dr,Washington,IL,90128
SHP-000256,ORD-000276,USPS,9400974723773,2025-04-30,2025-05-02,delivered,5781 Pine Ave,Fort Worth,ME,37311
SHP-000257,ORD-000277,Amazon Logistics,792368511892,2023-02-12,,delivered,3463 Oak Dr,Charlotte,AK,32169
SHP-000258,ORD-000279,UPS,LD524425289,2024-05-19,,delivered,5368 Oak Ave,San Antonio,AZ,88829
SHP-000259,ORD-000280,UPS,LD100752811,2023-09-08,,delivered,4186 Maple Ave,San Francisco,ME,49922
SHP-000260,ORD-000281,UPS,LD171079205,2023-08-09,,out_for_delivery,911 Main Ln,Columbus,CA,30377
SHP-000261,ORD-000282,Amazon Logistics,,2023-01-28,2023-01-29,returned,9759 Maple Ln,Jacksonville,AR,77754
SHP-000262,ORD-000285,DHL,LD623355802,2024-05-22,2024-06-04,out_for_delivery,5564 Main Ave,Dallas,MS,89607
SHP-000263,ORD-000286,Amazon Logistics,9400592274287,2024-07-26,2024-08-01,returned,3723 Oak Ave,Charlotte,IA,65182
SHP-000264,ORD-000287,UPS,LD676887934,2024-03-03,2024-03-17,in_transit,2916 Main Ln,Dallas,IL,25423
SHP-000265,ORD-000288,DHL,792110325424,2023-06-03,2023-06-04,returned,8906 Oak Blvd,Charlotte,CO,98781
SHP-000266,ORD-000289,DHL,LD407752875,2025-03-22,2025-04-01,delivered,8369 Cedar Ln,Columbus,MO,10360
SHP-000267,ORD-000290,UPS,9400906973709,2022-12-13,2022-12-26,delivered,7377 Cedar Blvd,Philadelphia,DE,35282
SHP-000268,ORD-000291,Amazon Logistics,1Z579872204,2024-06-05,2024-06-15,delivered,166 Oak Ave,Austin,KS,20800
SHP-000269,ORD-000292,UPS,LD759845473,2022-08-18,,delivered,6346 Oak Ave,Los Angeles,HI,92430
SHP-000270,ORD-000293,USPS,1Z788722290,2024-04-21,2024-05-05,in_transit,6113 Oak Ave,Los Angeles,MN,40477
SHP-000271,ORD-000294,USPS,,2023-07-26,,returned,4227 Oak St,Indianapolis,MD,96159
SHP-000272,ORD-000295,Amazon Logistics,792254165792,2022-01-18,2022-01-29,out_for_delivery,9371 Main St,Seattle,MI,45239
SHP-000273,ORD-000297,UPS,9400133778380,2024-01-11,2024-01-12,delivered,4779 Pine Blvd,Seattle,MA,26374
SHP-000274,ORD-000298,Amazon Logistics,9400484064659,2024-04-07,2024-04-14,delivered,7390 Maple Ln,Denver,IA,40906
SHP-000275,ORD-000299,USPS,792280359419,2024-09-05,2024-09-14,delivered,195 Cedar Dr,Jacksonville,IL,80713
SHP-000276,ORD-000302,USPS,1Z235050316,2022-07-02,2022-07-08,returned,4843 Pine Ave,San Diego,NV,31654
SHP-000277,ORD-000303,Amazon Logistics,LD553649244,2023-05-11,2023-05-20,delivered,9758 Cedar Ln,Los Angeles,IL,78031
SHP-000278,ORD-000304,UPS,792452787893,2023-11-02,,in_transit,183 Cedar St,Jacksonville,ME,97839
SHP-000279,ORD-000305,DHL,9400877871094,2024-10-06,2024-10-08,delivered,8798 Elm St,Indianapolis,MD,16820
SHP-000280,ORD-000306,Amazon Logistics,1Z450248354,2025-02-25,2025-03-06,delivered,1641 Cedar Dr,Washington,CT,83070
SHP-000281,ORD-000307,USPS,1Z126042886,2022-07-03,,delivered,8649 Elm Ln,Philadelphia,MT,39901
SHP-000282,ORD-000309,USPS,792701300621,2024-01-22,2024-02-01,in_transit,7643 Cedar Blvd,Philadelphia,MO,73203
SHP-000283,ORD-000310,DHL,9400467026070,2024-08-03,2024-08-05,in_transit,5528 Oak Ave,New York,MI,79912
SHP-000284,ORD-000311,Amazon Logistics,LD323127803,2022-03-13,2022-03-19,delivered,3336 Maple Ave,Jacksonville,IA,47004
SHP-000285,ORD-000312,UPS,LD996207435,2023-03-22,2023-03-28,returned,874 Maple Blvd,San Diego,ME,14899
SHP-000286,ORD-000313,FedEx,1Z403436901,2022-04-21,2022-04-22,out_for_delivery,2713 Cedar Ln,Denver,CT,16288
SHP-000287,ORD-000314,Amazon Logistics,792733441924,2023-11-26,2023-12-06,returned,1176 Oak St,Philadelphia,NH,75599
SHP-000288,ORD-000315,Amazon Logistics,9400953398185,2023-02-08,2023-02-22,delivered,6021 Elm Ave,Los Angeles,AL,39344
SHP-000289,ORD-000316,USPS,1Z193003010,2023-09-16,2023-09-22,in_transit,1473 Pine Blvd,Houston,CT,20342
SHP-000290,ORD-000317,Amazon Logistics,1Z315035021,2023-02-10,,delivered,2135 Maple Blvd,Phoenix,KS,73497
SHP-000291,ORD-000318,USPS,LD679662053,2022-12-16,2022-12-18,returned,2474 Elm St,Fort Worth,LA,38047
SHP-000292,ORD-000320,Amazon Logistics,LD470095448,2023-09-13,2023-09-14,delivered,3091 Oak Ave,San Jose,MS,58435
SHP-000293,ORD-000321,FedEx,,2024-07-03,2024-07-09,out_for_delivery,1443 Oak Blvd,San Jose,ID,50166
SHP-000294,ORD-000322,DHL,1Z688620441,2025-03-21,2025-03-24,delivered,8719 Elm Ln,Denver,NH,36361
SHP-000295,ORD-000324,Amazon Logistics,792220084078,2022-02-13,,delivered,7566 Pine St,Houston,FL,66737
SHP-000296,ORD-000325,DHL,LD748438401,2023-03-05,2023-03-08,delivered,1808 Cedar Dr,Indianapolis,MA,42527
SHP-000297,ORD-000326,FedEx,792860161816,2022-09-12,2022-09-22,out_for_delivery,3766 Pine Blvd,Columbus,IL,90083
SHP-000298,ORD-000327,USPS,792105481247,2022-03-17,2022-03-18,in_transit,7041 Oak Ave,San Diego,FL,64453
SHP-000299,ORD-000328,DHL,792226354548,2022-01-03,2022-01-13,delivered,3259 Main Ln,Chicago,NH,75123
SHP-000300,ORD-000329,Amazon Logistics,LD857825131,2024-12-10,,out_for_delivery,3512 Cedar St,Columbus,AR,74900
SHP-000301,ORD-000330,DHL,LD870710776,2023-01-26,2023-02-08,delivered,5080 Elm St,Columbus,ME,34496
SHP-000302,ORD-000331,Amazon Logistics,,2024-05-16,2024-05-27,out_for_delivery,995 Elm Ave,Houston,GA,17370
SHP-000303,ORD-000332,USPS,9400664123976,2023-06-10,2023-06-11,delivered,7075 Main Ave,San Francisco,AR,38747
SHP-000304,ORD-000333,FedEx,,2025-03-02,2025-03-10,returned,142 Elm Dr,San Diego,KS,50228
SHP-000305,ORD-000334,UPS,9400445206621,2023-05-26,2023-06-01,in_transit,220 Elm Blvd,Los Angeles,MO,21375
SHP-000306,ORD-000335,UPS,792840313483,2024-01-17,2024-01-18,delivered,3272 Cedar Blvd,Houston,MO,86383
SHP-000307,ORD-000336,FedEx,9400909198622,2023-04-04,2023-04-14,out_for_delivery,1035 Pine Blvd,Jacksonville,AZ,55163
SHP-000308,ORD-000337,DHL,LD348287170,2023-12-21,2023-12-30,in_transit,9727 Cedar Ln,Jacksonville,MO,23099
SHP-000309,ORD-000338,DHL,9400290892101,2024-03-11,2024-03-19,in_transit,6732 Elm St,Columbus,AR,64009
SHP-000310,ORD-000339,USPS,9400165161585,2024-11-21,2024-11-22,delivered,6502 Main Ave,Los Angeles,FL,78710
SHP-000311,ORD-000340,USPS,LD979215598,2023-05-28,2023-05-30,returned,9795 Cedar St,Seattle,ME,31910
SHP-000312,ORD-000341,DHL,LD736860693,2023-07-23,,in_transit,208 Oak Ave,New York,ME,89413
SHP-000313,ORD-000342,UPS,,2022-07-05,2022-07-11,delivered,6261 Elm Dr,Los Angeles,NE,99728
SHP-000314,ORD-000343,UPS,792478210877,2023-08-14,2023-08-28,delivered,8959 Maple Ave,Philadelphia,KY,60029
SHP-000315,ORD-000344,USPS,1Z693936912,2024-12-29,2025-01-03,returned,4421 Pine Dr,Denver,HI,99649
SHP-000316,ORD-000345,FedEx,792793970779,2024-12-18,2024-12-27,in_transit,862 Pine Blvd,San Antonio,LA,14440
SHP-000317,ORD-000346,UPS,792323981134,2022-10-06,2022-10-10,out_for_delivery,3440 Elm St,New York,NV,39763
SHP-000318,ORD-000348,UPS,,2023-03-14,,delivered,911 Cedar Ln,Washington,MS,54883
SHP-000319,ORD-000350,FedEx,792384804443,2023-01-21,2023-01-24,returned,5618 Elm Ave,Chicago,MD,16002
SHP-000320,ORD-000351,Amazon Logistics,1Z637705655,2022-11-14,2022-11-20,delivered,4138 Maple Blvd,Dallas,NE,48159
SHP-000321,ORD-000352,FedEx,1Z986525745,2023-09-10,,delivered,7899 Maple Blvd,Denver,ID,84437
SHP-000322,ORD-000353,Amazon Logistics,792208085649,2023-12-27,,delivered,4654 Maple St,Indianapolis,GA,13910
SHP-000323,ORD-000354,UPS,9400484544586,2024-03-22,2024-03-25,returned,4022 Main St,New York,MS,37607
SHP-000324,ORD-000355,UPS,792923953708,2024-10-02,2024-10-08,delivered,8684 Oak Dr,Austin,DE,29147
SHP-000325,ORD-000357,UPS,LD869689453,2022-01-21,2022-02-03,delivered,7693 Maple Blvd,Houston,NJ,88955
SHP-000326,ORD-000358,UPS,792642290042,2024-11-18,2024-11-28,delivered,7036 Oak Blvd,Denver,IN,72879
SHP-000327,ORD-000359,DHL,,2022-08-05,,out_for_delivery,313 Main St,Phoenix,CA,83237
SHP-000328,ORD-000360,Amazon Logistics,9400125905993,2022-03-23,2022-04-06,delivered,8872 Oak Dr,Charlotte,IL,81859
SHP-000329,ORD-000361,UPS,792612800799,2022-04-16,2022-04-17,delivered,7492 Oak Blvd,Fort Worth,HI,80182
SHP-000330,ORD-000362,USPS,9400256022002,2024-11-14,2024-11-28,delivered,6757 Pine St,Denver,NV,31326
SHP-000331,ORD-000364,DHL,9400427214880,2024-08-27,2024-09-07,out_for_delivery,9927 Main Dr,Houston,MS,88918
SHP-000332,ORD-000365,UPS,LD184951989,2023-09-20,2023-09-23,delivered,5254 Oak Ln,New York,ME,79952
SHP-000333,ORD-000366,Amazon Logistics,1Z571746309,2025-04-25,2025-05-02,in_transit,241 Pine Blvd,Philadelphia,NV,67685
SHP-000334,ORD-000367,DHL,792966625856,2022-08-11,2022-08-25,returned,2863 Oak St,San Antonio,MN,88892
SHP-000335,ORD-000368,USPS,,2022-06-05,2022-06-07,delivered,8313 Main St,Indianapolis,IL,84038
SHP-000336,ORD-000369,UPS,9400114700750,2023-01-31,2023-02-06,in_transit,6185 Main St,San Jose,MO,14593
SHP-000337,ORD-000370,DHL,1Z959151598,2022-05-20,2022-05-22,returned,7496 Cedar Ave,Phoenix,ME,45817
SHP-000338,ORD-000371,USPS,9400870833629,2022-09-23,2022-09-28,returned,1455 Elm Ave,Dallas,NJ,21692
SHP-000339,ORD-000372,UPS,LD576990760,2024-11-11,2024-11-12,delivered,2747 Pine Blvd,New York,AK,69294
SHP-000340,ORD-000373,USPS,9400216216898,2023-03-26,,delivered,5464 Elm Blvd,Houston,AR,85305
SHP-000341,ORD-000374,DHL,LD816851260,2023-07-08,2023-07-11,in_transit,2368 Main Dr,Jacksonville,MA,56036
SHP-000342,ORD-000375,Amazon Logistics,LD325386522,2023-07-24,2023-08-05,delivered,7057 Oak St,Philadelphia,IN,22350
SHP-000343,ORD-000376,Amazon Logistics,LD803907465,2023-12-15,2023-12-29,delivered,5407 Oak Ln,San Antonio,AR,82594
SHP-000344,ORD-000377,USPS,792498811985,2023-08-31,,delivered,8251 Maple Blvd,Los Angeles,DE,43232
SHP-000345,ORD-000378,UPS,792588610508,2022-02-06,2022-02-13,returned,9878 Maple Blvd,Washington,CT,37138
SHP-000346,ORD-000379,DHL,792127242728,2023-03-30,2023-04-01,out_for_delivery,2953 Maple St,Austin,CA,75117
SHP-000347,ORD-000380,USPS,LD534065982,2024-09-09,2024-09-10,delivered,6879 Cedar Blvd,San Francisco,MO,79434
SHP-000348,ORD-000382,Amazon Logistics,792229333168,2022-05-30,2022-06-05,delivered,1366 Main Dr,Seattle,NV,96006
SHP-000349,ORD-000383,USPS,792715091387,2022-02-17,2022-03-01,delivered,7807 Cedar Ave,New York,AR,63189
SHP-000350,ORD-000384,Amazon Logistics,LD615324268,2022-01-30,2022-02-09,out_for_delivery,3599 Main Dr,Jacksonville,MN,57077
SHP-000351,ORD-000385,FedEx,792704050637,2025-03-03,2025-03-16,returned,3670 Main Ave,Seattle,IA,12368
SHP-000352,ORD-000386,UPS,1Z903874446,2023-07-05,2023-07-16,out_for_delivery,8104 Main Ln,Charlotte,KY,67907
SHP-000353,ORD-000387,UPS,792643756501,2024-05-02,2024-05-13,delivered,850 Cedar Ave,Columbus,NV,55310
SHP-000354,ORD-000388,Amazon Logistics,1Z433376967,2023-08-12,2023-08-14,delivered,5717 Maple Dr,New York,CT,40568
SHP-000355,ORD-000389,USPS,,2023-08-06,2023-08-18,delivered,5608 Pine Dr,Seattle,NV,91908
SHP-000356,ORD-000390,FedEx,1Z332696792,2023-01-04,2023-01-10,delivered,4104 Pine Ave,Charlotte,IN,59690
SHP-000357,ORD-000391,DHL,792362254639,2022-08-03,2022-08-13,returned,1115 Pine Ln,Denver,GA,68953
SHP-000358,ORD-000392,Amazon Logistics,1Z439290434,2022-11-02,2022-11-03,in_transit,7678 Oak Dr,San Jose,MI,92999
SHP-000359,ORD-000394,Amazon Logistics,1Z806952627,2024-09-15,2024-09-28,delivered,1559 Main Ln,Houston,FL,89098
SHP-000360,ORD-000395,Amazon Logistics,792772299272,2025-01-09,2025-01-16,delivered,9690 Oak Ave,Phoenix,AK,10994
SHP-000361,ORD-000396,FedEx,LD702204955,2023-03-31,2023-04-05,in_transit,4525 Elm Dr,Dallas,MA,59944
SHP-000362,ORD-000397,UPS,1Z906940695,2022-10-05,2022-10-13,delivered,8452 Pine Ave,San Francisco,MD,33153
SHP-000363,ORD-000398,DHL,LD478545590,2025-02-06,2025-02-17,in_transit,7569 Cedar Ln,Dallas,NE,75005
SHP-000364,ORD-000399,Amazon Logistics,792505602666,2022-10-24,2022-10-25,delivered,7212 Elm Dr,Los Angeles,AK,92825
SHP-000365,ORD-000400,USPS,,2022-11-25,2022-11-29,delivered,3079 Pine Ave,Philadelphia,DE,19192
SHP-000366,ORD-000401,FedEx,1Z342883868,2024-05-06,2024-05-12,delivered,8220 Pine Dr,Columbus,NV,85503
SHP-000367,ORD-000402,USPS,LD108634025,2024-07-03,2024-07-08,delivered,9919 Pine Ave,Denver,NE,69122
SHP-000368,ORD-000403,USPS,9400823927558,2022-12-26,2022-12-31,out_for_delivery,4066 Pine Dr,Charlotte,NV,18362
SHP-000369,ORD-000404,FedEx,,2024-10-26,2024-11-06,delivered,2453 Pine Blvd,Chicago,NH,80906
SHP-000370,ORD-000406,UPS,LD848856604,2024-08-21,2024-09-04,in_transit,8685 Pine St,Jacksonville,MD,32179
SHP-000371,ORD-000407,FedEx,9400952044855,2022-08-12,,delivered,9124 Main St,Fort Worth,IN,80497
SHP-000372,ORD-000408,DHL,792986628984,2022-05-15,2022-05-25,in_transit,274 Maple Ave,Washington,MI,38522
SHP-000373,ORD-000409,UPS,LD856763725,2025-03-15,2025-03-18,in_transit,9458 Main Ln,San Diego,FL,98890
SHP-000374,ORD-000411,Amazon Logistics,,2022-09-27,2022-09-28,delivered,8948 Pine St,Philadelphia,AK,42409
SHP-000375,ORD-000412,Amazon Logistics,9400364466914,2024-02-25,2024-03-09,delivered,816 Elm Dr,San Francisco,MS,28433
SHP-000376,ORD-000413,USPS,,2022-07-12,2022-07-23,delivered,1175 Main Ave,Seattle,NH,10902
SHP-000377,ORD-000414,DHL,9400553212617,2022-10-01,2022-10-12,delivered,3837 Oak Dr,San Jose,AK,27015
SHP-000378,ORD-000416,Amazon Logistics,LD758143614,2022-06-30,,delivered,2765 Pine Ave,San Diego,MT,21573
SHP-000379,ORD-000417,DHL,792785952135,2024-01-17,2024-01-24,in_transit,2360 Elm Ln,Charlotte,KY,45050
SHP-000380,ORD-000418,DHL,9400700447546,2024-06-29,2024-07-05,delivered,9661 Cedar St,Indianapolis,NV,61710
SHP-000381,ORD-000419,DHL,792377853575,2022-09-23,2022-09-30,delivered,1958 Pine Ave,Seattle,MD,89643
SHP-000382,ORD-000420,FedEx,1Z193209353,2022-03-31,2022-04-02,out_for_delivery,8478 Oak Ln,Houston,NJ,38445
SHP-000383,ORD-000421,UPS,9400138326090,2022-11-24,2022-11-27,delivered,8786 Elm Ave,Philadelphia,DE,96584
SHP-000384,ORD-000422,UPS,,2025-01-01,2025-01-14,out_for_delivery,7741 Oak Blvd,San Jose,GA,60260
SHP-000385,ORD-000423,Amazon Logistics,792117948791,2023-02-15,,delivered,1784 Pine St,San Jose,MN,37899
SHP-000386,ORD-000424,UPS,792171523957,2024-07-22,2024-07-29,delivered,414 Cedar Ave,Austin,IN,38318
SHP-000387,ORD-000426,USPS,792209531666,2024-05-17,2024-05-29,out_for_delivery,8920 Maple Dr,Columbus,IA,44874
SHP-000388,ORD-000427,FedEx,1Z534522190,2024-07-17,2024-07-26,delivered,6218 Maple St,San Jose,ID,88731
SHP-000389,ORD-000428,USPS,792827723036,2024-05-29,2024-06-10,out_for_delivery,2716 Elm Ave,Chicago,AZ,12985
SHP-000390,ORD-000429,UPS,9400546789430,2022-11-30,,out_for_delivery,5307 Pine Ave,San Diego,MN,59245
SHP-000391,ORD-000430,FedEx,792119291064,2025-04-02,2025-04-08,delivered,4839 Oak St,San Jose,MO,80166
SHP-000392,ORD-000431,DHL,1Z811946843,2023-10-12,2023-10-21,delivered,1181 Main Blvd,Chicago,CO,29373
SHP-000393,ORD-000432,FedEx,,2025-04-03,2025-04-11,delivered,2788 Oak St,Houston,MI,18042
SHP-000394,ORD-000433,USPS,9400838647140,2023-03-11,,delivered,625 Main St,Denver,NJ,24921
SHP-000395,ORD-000434,FedEx,792381680200,2024-10-30,2024-11-06,returned,8757 Oak Blvd,Dallas,NV,71910
SHP-000396,ORD-000435,Amazon Logistics,1Z294348663,2025-01-20,2025-02-01,in_transit,7315 Maple Dr,Charlotte,CO,72529
SHP-000397,ORD-000436,USPS,LD652988103,2022-12-01,2022-12-13,delivered,3349 Pine Dr,Seattle,CT,62388
SHP-000398,ORD-000438,Amazon Logistics,LD266864891,2024-10-28,2024-11-04,in_transit,6796 Cedar Ave,Indianapolis,IA,44068
SHP-000399,ORD-000439,UPS,LD290681124,2022-08-26,2022-08-31,in_transit,5281 Cedar Dr,Seattle,FL,62402
SHP-000400,ORD-000440,DHL,1Z360333833,2024-02-11,2024-02-20,out_for_delivery,2685 Oak Blvd,Houston,AL,85351
SHP-000401,ORD-000441,USPS,,2022-01-10,2022-01-13,returned,710 Main Blvd,Charlotte,KY,77809
SHP-000402,ORD-000442,Amazon Logistics,1Z264213086,2024-11-30,2024-12-12,returned,193 Cedar Blvd,New York,LA,73962
SHP-000403,ORD-000443,FedEx,LD870282981,2024-03-14,2024-03-15,out_for_delivery,397 Cedar Ln,Seattle,CO,56006
SHP-000404,ORD-000444,DHL,,2023-10-15,2023-10-22,in_transit,4729 Pine Dr,Seattle,NV,29830
SHP-000405,ORD-000445,USPS,LD912520314,2024-03-17,2024-03-26,out_for_delivery,4644 Main Dr,Dallas,NE,53247
SHP-000406,ORD-000446,Amazon Logistics,792492570217,2024-06-17,2024-06-21,delivered,4726 Oak Ave,Charlotte,FL,18850
SHP-000407,ORD-000447,DHL,1Z288429884,2022-09-28,,delivered,7651 Cedar Dr,San Jose,NV,79158
SHP-000408,ORD-000448,UPS,792938332710,2023-05-22,2023-05-29,returned,4633 Pine Blvd,Washington,DE,80376
SHP-000409,ORD-000449,DHL,LD307560520,2025-04-06,,delivered,1919 Oak Ave,San Jose,CT,58116
SHP-000410,ORD-000450,FedEx,792471155409,2023-01-08,2023-01-11,in_transit,9730 Elm Dr,Denver,FL,65281
SHP-000411,ORD-000451,UPS,LD891364755,2024-05-02,,delivered,1137 Pine Ln,Houston,DE,54517
SHP-000412,ORD-000452,USPS,LD472507644,2023-01-09,2023-01-18,delivered,8358 Elm Dr,Los Angeles,KS,19550
SHP-000413,ORD-000454,Amazon Logistics,792378188841,2024-11-27,,returned,7699 Elm Ave,San Jose,LA,65698
SHP-000414,ORD-000455,USPS,LD367627209,2023-03-31,2023-04-10,returned,4238 Main Dr,Phoenix,NE,68479
SHP-000415,ORD-000456,UPS,1Z216331621,2025-02-07,2025-02-10,in_transit,6920 Main Ln,Denver,NJ,80816
SHP-000416,ORD-000457,USPS,,2023-08-01,2023-08-12,delivered,495 Maple Blvd,San Antonio,CT,85256
SHP-000417,ORD-000458,USPS,9400263956402,2024-05-19,2024-05-26,in_transit,8980 Cedar Dr,New York,ME,13177
SHP-000418,ORD-000459,USPS,LD931110114,2024-02-06,2024-02-18,in_transit,653 Main Blvd,Philadelphia,MO,49391
SHP-000419,ORD-000460,Amazon Logistics,1Z765649319,2023-08-30,,out_for_delivery,2891 Main Blvd,San Francisco,MS,65414
SHP-000420,ORD-000461,FedEx,1Z346784250,2024-05-31,2024-06-11,returned,5910 Elm Dr,San Antonio,CA,71975
SHP-000421,ORD-000462,USPS,LD157912381,2023-10-11,2023-10-25,delivered,4696 Elm Ln,Phoenix,CO,37352
SHP-000422,ORD-000463,USPS,1Z744464462,2025-02-26,2025-03-06,returned,8955 Main Dr,Houston,NV,99092
SHP-000423,ORD-000464,FedEx,792759487788,2022-06-04,,out_for_delivery,5446 Cedar Dr,Los Angeles,MN,38125
SHP-000424,ORD-000465,USPS,792108651983,2024-10-12,2024-10-15,delivered,5959 Maple Ln,San Jose,IN,11761
SHP-000425,ORD-000466,FedEx,9400335167635,2025-04-29,2025-05-12,in_transit,5577 Elm Ave,Chicago,ID,58802
SHP-000426,ORD-000467,UPS,LD219996778,2023-08-07,2023-08-20,out_for_delivery,7948 Main Ln,San Francisco,FL,89546
SHP-000427,ORD-000468,UPS,1Z338244934,2022-07-17,,delivered,3640 Pine Ln,San Francisco,NH,36208
SHP-000428,ORD-000469,Amazon Logistics,9400922781824,2023-10-09,,delivered,4444 Maple Dr,Chicago,ID,58784
SHP-000429,ORD-000470,DHL,9400593736758,2022-08-03,2022-08-07,delivered,5422 Oak Ln,Houston,NV,55795
